Wavelength	Transit Depth
(meters)	(percent)
7.143026e-07	9.284388e-03
7.150159e-07	9.569592e-03
7.157299e-07	9.223570e-03
7.164445e-07	9.286536e-03
7.171599e-07	9.313652e-03
7.178760e-07	9.373785e-03
7.185929e-07	9.377157e-03
7.193104e-07	9.471589e-03
7.200287e-07	9.688143e-03
7.207476e-07	9.908961e-03
7.214673e-07	9.768316e-03
7.221877e-07	9.979422e-03
7.229089e-07	9.778648e-03
7.236307e-07	1.015874e-02
7.243533e-07	9.774980e-03
7.250766e-07	9.826617e-03
7.258006e-07	1.060393e-02
7.265254e-07	9.864166e-03
7.272508e-07	1.002879e-02
7.279770e-07	9.968732e-03
7.287039e-07	1.018816e-02
7.294315e-07	9.992066e-03
7.301599e-07	9.952135e-03
7.308890e-07	1.020488e-02
7.316188e-07	9.521358e-03
7.323494e-07	1.008710e-02
7.330807e-07	9.408700e-03
7.338127e-07	9.425290e-03
7.345454e-07	9.487791e-03
7.352789e-07	9.358475e-03
7.360131e-07	9.251023e-03
7.367480e-07	1.011381e-02
7.374837e-07	9.224153e-03
7.382201e-07	9.371041e-03
7.389572e-07	9.249969e-03
7.396951e-07	9.116189e-03
7.404337e-07	9.743564e-03
7.411731e-07	9.099888e-03
7.419132e-07	1.043182e-02
7.426540e-07	9.171728e-03
7.433955e-07	9.167628e-03
7.441379e-07	1.176158e-02
7.448809e-07	9.138219e-03
7.456247e-07	1.091918e-02
7.463692e-07	9.164905e-03
7.471145e-07	9.229023e-03
7.478605e-07	9.169568e-03
7.486073e-07	9.062182e-03
7.493548e-07	9.019526e-03
7.501031e-07	9.122918e-03
7.508521e-07	9.538020e-03
7.516018e-07	9.066320e-03
7.523523e-07	9.075045e-03
7.531036e-07	9.069629e-03
7.538556e-07	9.057942e-03
7.546083e-07	9.042259e-03
7.553618e-07	9.142834e-03
7.561161e-07	9.074366e-03
7.568711e-07	9.120380e-03
7.576269e-07	9.244272e-03
7.583834e-07	9.139752e-03
7.591407e-07	9.220827e-03
7.598987e-07	9.187248e-03
7.606575e-07	9.310131e-03
7.614170e-07	9.417080e-03
7.621773e-07	9.417495e-03
7.629384e-07	9.575206e-03
7.637002e-07	9.807171e-03
7.644628e-07	1.024912e-02
7.652261e-07	1.128920e-02
7.659902e-07	1.370859e-02
7.667551e-07	1.506149e-02
7.675207e-07	1.201578e-02
7.682871e-07	1.096383e-02
7.690543e-07	1.180874e-02
7.698222e-07	1.519474e-02
7.705909e-07	1.227086e-02
7.713604e-07	1.027633e-02
7.721306e-07	9.850730e-03
7.729016e-07	9.527818e-03
7.736734e-07	9.417401e-03
7.744459e-07	9.285547e-03
7.752193e-07	9.222517e-03
7.759933e-07	9.205774e-03
7.767682e-07	9.237586e-03
7.775438e-07	9.153601e-03
7.783202e-07	9.151300e-03
7.790974e-07	9.310754e-03
7.798754e-07	9.266218e-03
7.806541e-07	9.205952e-03
7.814336e-07	9.179139e-03
7.822139e-07	9.181053e-03
7.829950e-07	9.227860e-03
7.837768e-07	9.499215e-03
7.845595e-07	9.352555e-03
7.853429e-07	9.108805e-03
7.861271e-07	9.156383e-03
7.869120e-07	9.469318e-03
7.876978e-07	9.114528e-03
7.884844e-07	9.227358e-03
7.892717e-07	9.134297e-03
7.900598e-07	9.079339e-03
7.908487e-07	9.251161e-03
7.916384e-07	9.115370e-03
7.924289e-07	9.212746e-03
7.932201e-07	9.259961e-03
7.940122e-07	9.157376e-03
7.948051e-07	9.197616e-03
7.955987e-07	9.829230e-03
7.963931e-07	9.376806e-03
7.971884e-07	9.427331e-03
7.979844e-07	9.186109e-03
7.987812e-07	9.272368e-03
7.995788e-07	9.248646e-03
8.003772e-07	9.247935e-03
8.011764e-07	9.111899e-03
8.019764e-07	9.348673e-03
8.027772e-07	9.157261e-03
8.035788e-07	1.012289e-02
8.043812e-07	9.376785e-03
8.051844e-07	9.232929e-03
8.059885e-07	9.298505e-03
8.067933e-07	9.544624e-03
8.075989e-07	1.020237e-02
8.084053e-07	9.188800e-03
8.092125e-07	9.538773e-03
8.100205e-07	9.880944e-03
8.108294e-07	9.724716e-03
8.116390e-07	1.031288e-02
8.124495e-07	9.960369e-03
8.132607e-07	1.026771e-02
8.140728e-07	9.299456e-03
8.148857e-07	1.029746e-02
8.156994e-07	1.033588e-02
8.165139e-07	9.460272e-03
8.173292e-07	9.104010e-03
8.181453e-07	9.888619e-03
8.189623e-07	9.454414e-03
8.197801e-07	9.158606e-03
8.205986e-07	9.625170e-03
8.214180e-07	9.127697e-03
8.222382e-07	9.627056e-03
8.230593e-07	1.353268e-02
8.238811e-07	9.234727e-03
8.247038e-07	9.795009e-03
8.255273e-07	9.203817e-03
8.263516e-07	9.077008e-03
8.271768e-07	8.994575e-03
8.280027e-07	9.252792e-03
8.288295e-07	9.562889e-03
8.296571e-07	1.124667e-02
8.304856e-07	9.041641e-03
8.313149e-07	9.795399e-03
8.321450e-07	8.891969e-03
8.329759e-07	8.940941e-03
8.338076e-07	9.259723e-03
8.346402e-07	1.069755e-02
8.354737e-07	1.134673e-02
8.363079e-07	9.802820e-03
8.371430e-07	9.315351e-03
8.379789e-07	9.388691e-03
8.388157e-07	1.091772e-02
8.396533e-07	9.592195e-03
8.404917e-07	9.974290e-03
8.413309e-07	9.369915e-03
8.421710e-07	9.338210e-03
8.430120e-07	9.352960e-03
8.438538e-07	9.464511e-03
8.446964e-07	9.897919e-03
8.455398e-07	9.228976e-03
8.463841e-07	1.052326e-02
8.472293e-07	9.151951e-03
8.480753e-07	8.943508e-03
8.489221e-07	9.209888e-03
8.497698e-07	8.912550e-03
8.506183e-07	9.209646e-03
8.514677e-07	9.010329e-03
8.523179e-07	9.060153e-03
8.531690e-07	9.389640e-03
8.540209e-07	9.174944e-03
8.548737e-07	9.106276e-03
8.557273e-07	9.270092e-03
8.565818e-07	9.532585e-03
8.574371e-07	9.330186e-03
8.582933e-07	9.376411e-03
8.591503e-07	9.330174e-03
8.600082e-07	9.761551e-03
8.608670e-07	9.582335e-03
8.617266e-07	9.864890e-03
8.625870e-07	1.019161e-02
8.634484e-07	9.847757e-03
8.643105e-07	9.846659e-03
8.651736e-07	9.768689e-03
8.660375e-07	9.704188e-03
8.669023e-07	9.620763e-03
8.677679e-07	9.607316e-03
8.686344e-07	9.471617e-03
8.695018e-07	1.182017e-02
8.703700e-07	9.408371e-03
8.712391e-07	9.663685e-03
8.721091e-07	9.107497e-03
8.729799e-07	9.234869e-03
8.738516e-07	9.196352e-03
8.747242e-07	9.390727e-03
8.755976e-07	1.052482e-02
8.764719e-07	9.483903e-03
8.773471e-07	9.322208e-03
8.782232e-07	9.480993e-03
8.791001e-07	9.406460e-03
8.799779e-07	9.671557e-03
8.808566e-07	1.019957e-02
8.817362e-07	1.055901e-02
8.826166e-07	1.092540e-02
8.834980e-07	1.111050e-02
8.843802e-07	1.095586e-02
8.852633e-07	1.093071e-02
8.861472e-07	1.108479e-02
8.870321e-07	1.130075e-02
8.879178e-07	1.138532e-02
8.888044e-07	1.118814e-02
8.896919e-07	1.098373e-02
8.905803e-07	1.101040e-02
8.914696e-07	1.102045e-02
8.923598e-07	1.091819e-02
8.932508e-07	1.094882e-02
8.941428e-07	1.130990e-02
8.950356e-07	1.103173e-02
8.959293e-07	1.103099e-02
8.968239e-07	1.075430e-02
8.977195e-07	1.291496e-02
8.986159e-07	1.067280e-02
8.995132e-07	1.056590e-02
9.004114e-07	1.047438e-02
9.013105e-07	1.022834e-02
9.022104e-07	1.003191e-02
9.031113e-07	1.032360e-02
9.040131e-07	9.782725e-03
9.049158e-07	9.687965e-03
9.058194e-07	9.597362e-03
9.067239e-07	9.566683e-03
9.076293e-07	1.087691e-02
9.085356e-07	9.137417e-03
9.094428e-07	9.926743e-03
9.103509e-07	9.285257e-03
9.112599e-07	9.343376e-03
9.121699e-07	1.025834e-02
9.130807e-07	1.053749e-02
9.139924e-07	9.075463e-03
9.149051e-07	9.186449e-03
9.158187e-07	1.383688e-02
9.167332e-07	1.101556e-02
9.176485e-07	1.120571e-02
9.185648e-07	9.576690e-03
9.194821e-07	1.030135e-02
9.204002e-07	1.050865e-02
9.213193e-07	1.074591e-02
9.222392e-07	9.455110e-03
9.231601e-07	1.104366e-02
9.240819e-07	1.037940e-02
9.250047e-07	9.301052e-03
9.259283e-07	1.320866e-02
9.268529e-07	1.005547e-02
9.277784e-07	1.072824e-02
9.287048e-07	1.299209e-02
9.296322e-07	1.149808e-02
9.305604e-07	9.784634e-03
9.314896e-07	9.592010e-03
9.324197e-07	1.340956e-02
9.333508e-07	1.218423e-02
9.342828e-07	1.058167e-02
9.352157e-07	1.042802e-02
9.361496e-07	1.127765e-02
9.370843e-07	9.722155e-03
9.380200e-07	1.508891e-02
9.389567e-07	1.332607e-02
9.398943e-07	1.049749e-02
9.408328e-07	9.858432e-03
9.417723e-07	1.352087e-02
9.427126e-07	1.074235e-02
9.436540e-07	1.280214e-02
9.445963e-07	1.161961e-02
9.455395e-07	1.025637e-02
9.464836e-07	9.487029e-03
9.474287e-07	1.237034e-02
9.483748e-07	1.051549e-02
9.493218e-07	9.769757e-03
9.502697e-07	1.058753e-02
9.512186e-07	9.660707e-03
9.521684e-07	1.059013e-02
9.531192e-07	1.065657e-02
9.540709e-07	9.921285e-03
9.550236e-07	1.037246e-02
9.559772e-07	1.131870e-02
9.569318e-07	1.263472e-02
9.578873e-07	1.109676e-02
9.588438e-07	1.039880e-02
9.598012e-07	1.177986e-02
9.607596e-07	1.225300e-02
9.617190e-07	1.027287e-02
9.626793e-07	1.193368e-02
9.636406e-07	1.175845e-02
9.646028e-07	1.016514e-02
9.655660e-07	1.071019e-02
9.665301e-07	1.026385e-02
9.674953e-07	1.023982e-02
9.684613e-07	1.105377e-02
9.694284e-07	1.126156e-02
9.703964e-07	1.021128e-02
9.713654e-07	1.036987e-02
9.723353e-07	1.026766e-02
9.733062e-07	1.040608e-02
9.742781e-07	1.153024e-02
9.752510e-07	1.042689e-02
9.762248e-07	9.942544e-03
9.771996e-07	1.003864e-02
9.781754e-07	1.029837e-02
9.791521e-07	1.139270e-02
9.801298e-07	1.018258e-02
9.811085e-07	1.011817e-02
9.820882e-07	1.063009e-02
9.830688e-07	1.056913e-02
9.840505e-07	1.047497e-02
9.850331e-07	1.195847e-02
9.860167e-07	1.143103e-02
9.870012e-07	1.048809e-02
9.879868e-07	1.093322e-02
9.889733e-07	1.087793e-02
9.899609e-07	1.131227e-02
9.909494e-07	1.068374e-02
9.919389e-07	1.079302e-02
9.929294e-07	1.041299e-02
9.939208e-07	1.051733e-02
9.949133e-07	1.037842e-02
9.959068e-07	1.266986e-02
9.969012e-07	1.070543e-02
9.978967e-07	1.025323e-02
9.988931e-07	1.053132e-02
9.998905e-07	1.009905e-02
1.000889e-06	1.055227e-02
1.001888e-06	1.023602e-02
1.002889e-06	1.021192e-02
1.003890e-06	1.047060e-02
1.004893e-06	1.016337e-02
1.005896e-06	1.017597e-02
1.006900e-06	1.005004e-02
1.007906e-06	1.009456e-02
1.008912e-06	1.007119e-02
1.009920e-06	1.002372e-02
1.010928e-06	1.024665e-02
1.011938e-06	1.041502e-02
1.012948e-06	1.001952e-02
1.013960e-06	1.013203e-02
1.014972e-06	1.002299e-02
1.015986e-06	1.031785e-02
1.017000e-06	1.011701e-02
1.018016e-06	1.000046e-02
1.019032e-06	1.028518e-02
1.020050e-06	1.046868e-02
1.021068e-06	1.018492e-02
1.022088e-06	9.897533e-03
1.023108e-06	1.030839e-02
1.024130e-06	1.063180e-02
1.025153e-06	1.004818e-02
1.026176e-06	9.951098e-03
1.027201e-06	9.880556e-03
1.028227e-06	9.817075e-03
1.029253e-06	1.021421e-02
1.030281e-06	9.732332e-03
1.031310e-06	9.894353e-03
1.032340e-06	9.939223e-03
1.033371e-06	9.973261e-03
1.034402e-06	9.803343e-03
1.035435e-06	9.828209e-03
1.036469e-06	9.879550e-03
1.037504e-06	9.667129e-03
1.038540e-06	9.914390e-03
1.039577e-06	9.919574e-03
1.040615e-06	9.583457e-03
1.041654e-06	9.728264e-03
1.042694e-06	9.537760e-03
1.043736e-06	9.955817e-03
1.044778e-06	1.007181e-02
1.045821e-06	9.656480e-03
1.046865e-06	9.731766e-03
1.047911e-06	9.390324e-03
1.048957e-06	9.536964e-03
1.050004e-06	9.473758e-03
1.051053e-06	9.815922e-03
1.052102e-06	1.014690e-02
1.053153e-06	9.265778e-03
1.054205e-06	9.129505e-03
1.055257e-06	9.153088e-03
1.056311e-06	9.155613e-03
1.057366e-06	9.384980e-03
1.058422e-06	9.255575e-03
1.059478e-06	9.887835e-03
1.060536e-06	9.210775e-03
1.061595e-06	9.295429e-03
1.062655e-06	9.625924e-03
1.063717e-06	9.175966e-03
1.064779e-06	9.096192e-03
1.065842e-06	9.640723e-03
1.066906e-06	9.479355e-03
1.067972e-06	9.175384e-03
1.069038e-06	9.380287e-03
1.070105e-06	9.353119e-03
1.071174e-06	9.920749e-03
1.072244e-06	9.706404e-03
1.073314e-06	9.165009e-03
1.074386e-06	9.144449e-03
1.075459e-06	9.106521e-03
1.076533e-06	9.635993e-03
1.077608e-06	9.877532e-03
1.078684e-06	1.024030e-02
1.079761e-06	9.592135e-03
1.080839e-06	9.412238e-03
1.081918e-06	1.003253e-02
1.082999e-06	9.280951e-03
1.084080e-06	9.863380e-03
1.085162e-06	9.624239e-03
1.086246e-06	9.556971e-03
1.087331e-06	9.835959e-03
1.088416e-06	9.614810e-03
1.089503e-06	1.009956e-02
1.090591e-06	9.734469e-03
1.091680e-06	1.119192e-02
1.092770e-06	1.139764e-02
1.093861e-06	1.022413e-02
1.094954e-06	1.063116e-02
1.096047e-06	1.099282e-02
1.097141e-06	1.023729e-02
1.098237e-06	1.022439e-02
1.099334e-06	1.011305e-02
1.100431e-06	1.037025e-02
1.101530e-06	1.053906e-02
1.102630e-06	1.211826e-02
1.103731e-06	9.949363e-03
1.104833e-06	1.210983e-02
1.105936e-06	1.216186e-02
1.107041e-06	1.024290e-02
1.108146e-06	1.105598e-02
1.109253e-06	1.102561e-02
1.110360e-06	1.161662e-02
1.111469e-06	1.131438e-02
1.112579e-06	1.137919e-02
1.113690e-06	1.127089e-02
1.114802e-06	1.349119e-02
1.115915e-06	1.116593e-02
1.117029e-06	1.234739e-02
1.118145e-06	1.165424e-02
1.119261e-06	1.137826e-02
1.120379e-06	1.452862e-02
1.121498e-06	1.153165e-02
1.122618e-06	1.314212e-02
1.123739e-06	1.215570e-02
1.124861e-06	1.202128e-02
1.125984e-06	1.198948e-02
1.127108e-06	1.218308e-02
1.128234e-06	1.322127e-02
1.129360e-06	1.321026e-02
1.130488e-06	1.186576e-02
1.131617e-06	1.191920e-02
1.132747e-06	1.172928e-02
1.133878e-06	1.191597e-02
1.135010e-06	1.237595e-02
1.136143e-06	1.235664e-02
1.137278e-06	1.198881e-02
1.138413e-06	1.175996e-02
1.139550e-06	1.263163e-02
1.140688e-06	1.149149e-02
1.141827e-06	1.163888e-02
1.142967e-06	1.188636e-02
1.144109e-06	1.363484e-02
1.145251e-06	1.181511e-02
1.146395e-06	1.219727e-02
1.147539e-06	1.218914e-02
1.148685e-06	1.223767e-02
1.149832e-06	1.257406e-02
1.150980e-06	1.234215e-02
1.152130e-06	1.247447e-02
1.153280e-06	1.267787e-02
1.154432e-06	1.264606e-02
1.155584e-06	1.283039e-02
1.156738e-06	1.265696e-02
1.157893e-06	1.251382e-02
1.159050e-06	1.217724e-02
1.160207e-06	1.238264e-02
1.161365e-06	1.258442e-02
1.162525e-06	1.500665e-02
1.163686e-06	1.371866e-02
1.164848e-06	1.292716e-02
1.166011e-06	1.252360e-02
1.167175e-06	1.277390e-02
1.168341e-06	1.442413e-02
1.169507e-06	1.401455e-02
1.170675e-06	1.248732e-02
1.171844e-06	1.218243e-02
1.173014e-06	1.215269e-02
1.174186e-06	1.219581e-02
1.175358e-06	1.203470e-02
1.176532e-06	1.196776e-02
1.177707e-06	1.192000e-02
1.178882e-06	1.215507e-02
1.180060e-06	1.234685e-02
1.181238e-06	1.169291e-02
1.182417e-06	1.317867e-02
1.183598e-06	1.169970e-02
1.184780e-06	1.158371e-02
1.185963e-06	1.252040e-02
1.187147e-06	1.175712e-02
1.188333e-06	1.178331e-02
1.189519e-06	1.166981e-02
1.190707e-06	1.152741e-02
1.191896e-06	1.154715e-02
1.193086e-06	1.133400e-02
1.194278e-06	1.125601e-02
1.195470e-06	1.112782e-02
1.196664e-06	1.115864e-02
1.197859e-06	1.103428e-02
1.199055e-06	1.114251e-02
1.200252e-06	1.097726e-02
1.201451e-06	1.094974e-02
1.202650e-06	1.108094e-02
1.203851e-06	1.079724e-02
1.205053e-06	1.086382e-02
1.206257e-06	1.086967e-02
1.207461e-06	1.075039e-02
1.208667e-06	1.119572e-02
1.209874e-06	1.091774e-02
1.211082e-06	1.030426e-02
1.212291e-06	1.058061e-02
1.213502e-06	1.051385e-02
1.214713e-06	1.013221e-02
1.215926e-06	1.015509e-02
1.217140e-06	1.008542e-02
1.218356e-06	1.057577e-02
1.219572e-06	9.952033e-03
1.220790e-06	1.060669e-02
1.222009e-06	1.002767e-02
1.223229e-06	9.884134e-03
1.224451e-06	1.010683e-02
1.225673e-06	1.156855e-02
1.226897e-06	1.011655e-02
1.228122e-06	9.910981e-03
1.229349e-06	1.021868e-02
1.230576e-06	1.038696e-02
1.231805e-06	1.222335e-02
1.233035e-06	1.050619e-02
1.234266e-06	1.023864e-02
1.235499e-06	1.020626e-02
1.236732e-06	1.130093e-02
1.237967e-06	9.733753e-03
1.239204e-06	1.001212e-02
1.240441e-06	9.763376e-03
1.241680e-06	9.581574e-03
1.242919e-06	1.001705e-02
1.244161e-06	9.686364e-03
1.245403e-06	9.684213e-03
1.246646e-06	9.748033e-03
1.247891e-06	9.756463e-03
1.249137e-06	9.834384e-03
1.250385e-06	9.490002e-03
1.251633e-06	9.764716e-03
1.252883e-06	9.380482e-03
1.254134e-06	9.789359e-03
1.255386e-06	1.077934e-02
1.256640e-06	1.155444e-02
1.257895e-06	9.880192e-03
1.259151e-06	9.536259e-03
1.260408e-06	9.643185e-03
1.261667e-06	9.442018e-03
1.262926e-06	9.536214e-03
1.264188e-06	9.540198e-03
1.265450e-06	9.668026e-03
1.266713e-06	9.732409e-03
1.267978e-06	9.720018e-03
1.269244e-06	9.766288e-03
1.270512e-06	1.110035e-02
1.271781e-06	9.448203e-03
1.273050e-06	1.123632e-02
1.274322e-06	9.466755e-03
1.275594e-06	9.660670e-03
1.276868e-06	9.756595e-03
1.278143e-06	1.141815e-02
1.279419e-06	9.694325e-03
1.280697e-06	9.712133e-03
1.281975e-06	9.738320e-03
1.283256e-06	1.103263e-02
1.284537e-06	1.019310e-02
1.285820e-06	9.657605e-03
1.287104e-06	9.862383e-03
1.288389e-06	1.017964e-02
1.289675e-06	1.085133e-02
1.290963e-06	9.787836e-03
1.292252e-06	1.040827e-02
1.293542e-06	1.031725e-02
1.294834e-06	1.012971e-02
1.296127e-06	1.029198e-02
1.297421e-06	1.053889e-02
1.298717e-06	1.011824e-02
1.300014e-06	9.912688e-03
1.301312e-06	1.072713e-02
1.302611e-06	1.019921e-02
1.303912e-06	1.079795e-02
1.305214e-06	1.039897e-02
1.306517e-06	1.057593e-02
1.307822e-06	1.108443e-02
1.309128e-06	1.324087e-02
1.310435e-06	1.158512e-02
1.311743e-06	1.149381e-02
1.313053e-06	1.121587e-02
1.314364e-06	1.151410e-02
1.315677e-06	1.153961e-02
1.316991e-06	1.163562e-02
1.318306e-06	1.164522e-02
1.319622e-06	1.117819e-02
1.320940e-06	1.242576e-02
1.322259e-06	1.172089e-02
1.323579e-06	1.140973e-02
1.324901e-06	1.154082e-02
1.326224e-06	1.137207e-02
1.327548e-06	1.099285e-02
1.328874e-06	1.254051e-02
1.330200e-06	1.268008e-02
1.331529e-06	1.304486e-02
1.332858e-06	1.354974e-02
1.334189e-06	1.176661e-02
1.335521e-06	1.175939e-02
1.336855e-06	1.218607e-02
1.338190e-06	1.214398e-02
1.339526e-06	1.213032e-02
1.340864e-06	1.235449e-02
1.342203e-06	1.240956e-02
1.343543e-06	1.318227e-02
1.344884e-06	1.639891e-02
1.346227e-06	1.240872e-02
1.347572e-06	1.312442e-02
1.348917e-06	1.248853e-02
1.350264e-06	1.311936e-02
1.351612e-06	1.312865e-02
1.352962e-06	1.270028e-02
1.354313e-06	1.304840e-02
1.355665e-06	1.345151e-02
1.357019e-06	1.296457e-02
1.358374e-06	1.513801e-02
1.359730e-06	1.263015e-02
1.361088e-06	1.913929e-02
1.362447e-06	1.338431e-02
1.363808e-06	1.248148e-02
1.365170e-06	1.255208e-02
1.366533e-06	1.330383e-02
1.367897e-06	1.273215e-02
1.369263e-06	1.325044e-02
1.370630e-06	1.329304e-02
1.371999e-06	1.277575e-02
1.373369e-06	1.254035e-02
1.374740e-06	1.260725e-02
1.376113e-06	1.280901e-02
1.377487e-06	1.257536e-02
1.378863e-06	1.284020e-02
1.380240e-06	1.439561e-02
1.381618e-06	1.265967e-02
1.382997e-06	1.284306e-02
1.384378e-06	1.365122e-02
1.385761e-06	1.330689e-02
1.387144e-06	1.283516e-02
1.388530e-06	1.259148e-02
1.389916e-06	1.621856e-02
1.391304e-06	1.272185e-02
1.392693e-06	1.486917e-02
1.394084e-06	1.241020e-02
1.395476e-06	1.275631e-02
1.396869e-06	1.250131e-02
1.398264e-06	1.262081e-02
1.399660e-06	1.499761e-02
1.401058e-06	1.448150e-02
1.402457e-06	1.263290e-02
1.403857e-06	1.250031e-02
1.405259e-06	1.338655e-02
1.406662e-06	1.364873e-02
1.408067e-06	1.278480e-02
1.409473e-06	1.306649e-02
1.410880e-06	1.366953e-02
1.412289e-06	1.278875e-02
1.413699e-06	1.267909e-02
1.415111e-06	1.238318e-02
1.416524e-06	1.224514e-02
1.417939e-06	1.237924e-02
1.419354e-06	1.365379e-02
1.420772e-06	1.805292e-02
1.422190e-06	1.487723e-02
1.423611e-06	1.487704e-02
1.425032e-06	1.285734e-02
1.426455e-06	1.230906e-02
1.427879e-06	1.264796e-02
1.429305e-06	1.402678e-02
1.430732e-06	1.193300e-02
1.432161e-06	1.332233e-02
1.433591e-06	1.215011e-02
1.435023e-06	1.196383e-02
1.436456e-06	1.238866e-02
1.437890e-06	1.227345e-02
1.439326e-06	1.194544e-02
1.440763e-06	1.289242e-02
1.442202e-06	1.187817e-02
1.443642e-06	1.144306e-02
1.445083e-06	1.237197e-02
1.446526e-06	1.272297e-02
1.447971e-06	1.254312e-02
1.449416e-06	1.131446e-02
1.450864e-06	1.303100e-02
1.452312e-06	1.172790e-02
1.453763e-06	1.383839e-02
1.455214e-06	1.157594e-02
1.456667e-06	1.670174e-02
1.458122e-06	1.503624e-02
1.459578e-06	1.344217e-02
1.461035e-06	1.115439e-02
1.462494e-06	1.384829e-02
1.463955e-06	1.267717e-02
1.465416e-06	1.103436e-02
1.466880e-06	1.265807e-02
1.468344e-06	1.168953e-02
1.469811e-06	1.170461e-02
1.471278e-06	1.149518e-02
1.472747e-06	1.097903e-02
1.474218e-06	1.284593e-02
1.475690e-06	1.240215e-02
1.477164e-06	1.263730e-02
1.478639e-06	1.293090e-02
1.480115e-06	1.196575e-02
1.481593e-06	1.165936e-02
1.483072e-06	1.095640e-02
1.484553e-06	1.292680e-02
1.486036e-06	1.177071e-02
1.487520e-06	1.300233e-02
1.489005e-06	1.147093e-02
1.490492e-06	1.157918e-02
1.491980e-06	1.201377e-02
1.493470e-06	1.338685e-02
1.494961e-06	1.115624e-02
1.496454e-06	1.277275e-02
1.497948e-06	1.192584e-02
1.499444e-06	1.093884e-02
1.500941e-06	1.091969e-02
1.502440e-06	1.163566e-02
1.503940e-06	1.101951e-02
1.505442e-06	1.113103e-02
1.506945e-06	1.159982e-02
1.508450e-06	1.108116e-02
1.509956e-06	1.073079e-02
1.511464e-06	1.134576e-02
1.512973e-06	1.047756e-02
1.514484e-06	1.107192e-02
1.515996e-06	1.119363e-02
1.517510e-06	1.302909e-02
1.519025e-06	1.343807e-02
1.520542e-06	1.060952e-02
1.522060e-06	1.309390e-02
1.523580e-06	1.055215e-02
1.525101e-06	1.125366e-02
1.526624e-06	1.039007e-02
1.528149e-06	1.123762e-02
1.529675e-06	1.096047e-02
1.531202e-06	1.360201e-02
1.532731e-06	1.107634e-02
1.534262e-06	1.250869e-02
1.535794e-06	1.158123e-02
1.537327e-06	1.334232e-02
1.538862e-06	1.057589e-02
1.540399e-06	1.057117e-02
1.541937e-06	1.115372e-02
1.543477e-06	1.043298e-02
1.545018e-06	1.090562e-02
1.546561e-06	1.131926e-02
1.548105e-06	1.015191e-02
1.549651e-06	1.297090e-02
1.551198e-06	1.112673e-02
1.552747e-06	1.024959e-02
1.554298e-06	1.176452e-02
1.555850e-06	1.073369e-02
1.557403e-06	1.107233e-02
1.558958e-06	1.027316e-02
1.560515e-06	1.071390e-02
1.562073e-06	1.053232e-02
1.563633e-06	1.024929e-02
1.565194e-06	1.136766e-02
1.566757e-06	1.099201e-02
1.568322e-06	1.033532e-02
1.569888e-06	1.017830e-02
1.571455e-06	1.015222e-02
1.573024e-06	1.175064e-02
1.574595e-06	1.086763e-02
1.576167e-06	1.022507e-02
1.577741e-06	1.061284e-02
1.579317e-06	1.037492e-02
1.580894e-06	1.037299e-02
1.582472e-06	1.139517e-02
1.584053e-06	1.028498e-02
1.585634e-06	1.073636e-02
1.587218e-06	1.098904e-02
1.588802e-06	1.022685e-02
1.590389e-06	1.153437e-02
1.591977e-06	9.996663e-03
1.593567e-06	1.073475e-02
1.595158e-06	9.841116e-03
1.596751e-06	1.016051e-02
1.598345e-06	1.139480e-02
1.599941e-06	1.184684e-02
1.601539e-06	9.848328e-03
1.603138e-06	9.878291e-03
1.604739e-06	1.185685e-02
1.606341e-06	1.057437e-02
1.607945e-06	9.846025e-03
1.609551e-06	1.104528e-02
1.611158e-06	1.013526e-02
1.612767e-06	1.301827e-02
1.614377e-06	9.776494e-03
1.615989e-06	1.162057e-02
1.617603e-06	1.004141e-02
1.619218e-06	1.168971e-02
1.620835e-06	1.026694e-02
1.622453e-06	9.744791e-03
1.624073e-06	9.940970e-03
1.625695e-06	1.204995e-02
1.627318e-06	9.839779e-03
1.628943e-06	9.841916e-03
1.630570e-06	9.807862e-03
1.632198e-06	1.288562e-02
1.633828e-06	9.855146e-03
1.635459e-06	1.004374e-02
1.637092e-06	1.018671e-02
1.638727e-06	1.009569e-02
1.640363e-06	1.015237e-02
1.642001e-06	9.765136e-03
1.643641e-06	9.897178e-03
1.645282e-06	1.001901e-02
1.646925e-06	1.019724e-02
1.648570e-06	9.671538e-03
1.650216e-06	9.768006e-03
1.651864e-06	1.041339e-02
1.653513e-06	9.981505e-03
1.655164e-06	1.027594e-02
1.656817e-06	1.030027e-02
1.658471e-06	9.869141e-03
1.660127e-06	1.012383e-02
1.661785e-06	9.788544e-03
1.663444e-06	1.002817e-02
1.665105e-06	9.802674e-03
1.666768e-06	9.728858e-03
1.668432e-06	9.851232e-03
1.670098e-06	9.960959e-03
1.671766e-06	1.119567e-02
1.673435e-06	1.019057e-02
1.675106e-06	1.014437e-02
1.676779e-06	1.021186e-02
1.678453e-06	1.132415e-02
1.680129e-06	9.852290e-03
1.681807e-06	9.791109e-03
1.683486e-06	1.013480e-02
1.685167e-06	1.008416e-02
1.686850e-06	1.160881e-02
1.688534e-06	1.009811e-02
1.690220e-06	1.257191e-02
1.691908e-06	1.089029e-02
1.693598e-06	9.938380e-03
1.695289e-06	1.034675e-02
1.696982e-06	1.179963e-02
1.698676e-06	9.951162e-03
1.700372e-06	1.002751e-02
1.702070e-06	9.987818e-03
1.703770e-06	1.120833e-02
1.705471e-06	1.066986e-02
