Wavelength	Transit Depth
(meters)	(percent)
3.634473e-07	1.096571e-02
3.638103e-07	1.096228e-02
3.641735e-07	1.095886e-02
3.645372e-07	1.095543e-02
3.649012e-07	1.095201e-02
3.652655e-07	1.094859e-02
3.656303e-07	1.094517e-02
3.659954e-07	1.094175e-02
3.663608e-07	1.093834e-02
3.667267e-07	1.093492e-02
3.670928e-07	1.093151e-02
3.674594e-07	1.092808e-02
3.678263e-07	1.092467e-02
3.681936e-07	1.092125e-02
3.685613e-07	1.091784e-02
3.689293e-07	1.091442e-02
3.692977e-07	1.091101e-02
3.696664e-07	1.090760e-02
3.700356e-07	1.090419e-02
3.704051e-07	1.090077e-02
3.707749e-07	1.089736e-02
3.711452e-07	1.089395e-02
3.715158e-07	1.089054e-02
3.718867e-07	1.088716e-02
3.722581e-07	1.088373e-02
3.726298e-07	1.088031e-02
3.730019e-07	1.087691e-02
3.733743e-07	1.087349e-02
3.737472e-07	1.087008e-02
3.741204e-07	1.086670e-02
3.744939e-07	1.086329e-02
3.748679e-07	1.085993e-02
3.752422e-07	1.085646e-02
3.756169e-07	1.085308e-02
3.759920e-07	1.084965e-02
3.763674e-07	1.084624e-02
3.767432e-07	1.084286e-02
3.771194e-07	1.083965e-02
3.774960e-07	1.083604e-02
3.778729e-07	1.083263e-02
3.782502e-07	1.082924e-02
3.786279e-07	1.082584e-02
3.790060e-07	1.082243e-02
3.793845e-07	1.081903e-02
3.797633e-07	1.081567e-02
3.801425e-07	1.081224e-02
3.805221e-07	1.080884e-02
3.809020e-07	1.080546e-02
3.812824e-07	1.080205e-02
3.816631e-07	1.079873e-02
3.820442e-07	1.079533e-02
3.824257e-07	1.079186e-02
3.828076e-07	1.078846e-02
3.831898e-07	1.078507e-02
3.835724e-07	1.078169e-02
3.839555e-07	1.077828e-02
3.843389e-07	1.077491e-02
3.847226e-07	1.077152e-02
3.851068e-07	1.076810e-02
3.854913e-07	1.076472e-02
3.858763e-07	1.076132e-02
3.862616e-07	1.075793e-02
3.866473e-07	1.075456e-02
3.870333e-07	1.075116e-02
3.874198e-07	1.074778e-02
3.878067e-07	1.074440e-02
3.881939e-07	1.074100e-02
3.885815e-07	1.073771e-02
3.889695e-07	1.073425e-02
3.893579e-07	1.073085e-02
3.897467e-07	1.072749e-02
3.901359e-07	1.072408e-02
3.905255e-07	1.072075e-02
3.909154e-07	1.071740e-02
3.913058e-07	1.071395e-02
3.916965e-07	1.071059e-02
3.920876e-07	1.070719e-02
3.924791e-07	1.070385e-02
3.928711e-07	1.070047e-02
3.932633e-07	1.069706e-02
3.936560e-07	1.069374e-02
3.940491e-07	1.069043e-02
3.944426e-07	1.068695e-02
3.948365e-07	1.068362e-02
3.952307e-07	1.068046e-02
3.956254e-07	1.067702e-02
3.960204e-07	1.067372e-02
3.964159e-07	1.067008e-02
3.968117e-07	1.066672e-02
3.972079e-07	1.066342e-02
3.976045e-07	1.066001e-02
3.980016e-07	1.065666e-02
3.983990e-07	1.065336e-02
3.987968e-07	1.064995e-02
3.991950e-07	1.064666e-02
3.995936e-07	1.064327e-02
3.999926e-07	1.063997e-02
4.003920e-07	1.063677e-02
4.007919e-07	1.063339e-02
4.011921e-07	1.063018e-02
4.015927e-07	1.062698e-02
4.019937e-07	1.062396e-02
4.023951e-07	1.062117e-02
4.027969e-07	1.061857e-02
4.031991e-07	1.061704e-02
4.036017e-07	1.061881e-02
4.040047e-07	1.064190e-02
4.044081e-07	1.598377e-02
4.048119e-07	1.113082e-02
4.052162e-07	1.061434e-02
4.056208e-07	1.059901e-02
4.060258e-07	1.059256e-02
4.064312e-07	1.058817e-02
4.068371e-07	1.058385e-02
4.072433e-07	1.058012e-02
4.076500e-07	1.057644e-02
4.080570e-07	1.057292e-02
4.084645e-07	1.056942e-02
4.088723e-07	1.056604e-02
4.092806e-07	1.056255e-02
4.096893e-07	1.055915e-02
4.100984e-07	1.055575e-02
4.105079e-07	1.055253e-02
4.109178e-07	1.054901e-02
4.113281e-07	1.054611e-02
4.117388e-07	1.054228e-02
4.121500e-07	1.054003e-02
4.125615e-07	1.053574e-02
4.129735e-07	1.053215e-02
4.133859e-07	1.052877e-02
4.137986e-07	1.052558e-02
4.142118e-07	1.052215e-02
4.146254e-07	1.051981e-02
4.150395e-07	1.051539e-02
4.154539e-07	1.051252e-02
4.158687e-07	1.050913e-02
4.162840e-07	1.050526e-02
4.166997e-07	1.050205e-02
4.171158e-07	1.049857e-02
4.175323e-07	1.049524e-02
4.179492e-07	1.049189e-02
4.183665e-07	1.048856e-02
4.187843e-07	1.048541e-02
4.192024e-07	1.048200e-02
4.196210e-07	1.047870e-02
4.200400e-07	1.047519e-02
4.204595e-07	1.047189e-02
4.208793e-07	1.046895e-02
4.212996e-07	1.046517e-02
4.217203e-07	1.046299e-02
4.221414e-07	1.045923e-02
4.225629e-07	1.045510e-02
4.229848e-07	1.045795e-02
4.234072e-07	1.044901e-02
4.238300e-07	1.044621e-02
4.242532e-07	1.044244e-02
4.246768e-07	1.043839e-02
4.251009e-07	1.043510e-02
4.255254e-07	1.043213e-02
4.259503e-07	1.042842e-02
4.263756e-07	1.042525e-02
4.268013e-07	1.042169e-02
4.272275e-07	1.041839e-02
4.276541e-07	1.041511e-02
4.280812e-07	1.041189e-02
4.285086e-07	1.040837e-02
4.289365e-07	1.040576e-02
4.293648e-07	1.040189e-02
4.297935e-07	1.039853e-02
4.302227e-07	1.039510e-02
4.306523e-07	1.039177e-02
4.310823e-07	1.038845e-02
4.315128e-07	1.038505e-02
4.319436e-07	1.038171e-02
4.323750e-07	1.037847e-02
4.328067e-07	1.037511e-02
4.332389e-07	1.037220e-02
4.336715e-07	1.036845e-02
4.341045e-07	1.036515e-02
4.345380e-07	1.036202e-02
4.349719e-07	1.035913e-02
4.354062e-07	1.035519e-02
4.358410e-07	1.035205e-02
4.362762e-07	1.034856e-02
4.367118e-07	1.034531e-02
4.371479e-07	1.034372e-02
4.375844e-07	1.033860e-02
4.380214e-07	1.033529e-02
4.384587e-07	1.033214e-02
4.388966e-07	1.032862e-02
4.393348e-07	1.032541e-02
4.397735e-07	1.032266e-02
4.402126e-07	1.031894e-02
4.406522e-07	1.031604e-02
4.410922e-07	1.031254e-02
4.415327e-07	1.030953e-02
4.419735e-07	1.030601e-02
4.424149e-07	1.030261e-02
4.428566e-07	1.030137e-02
4.432988e-07	1.029618e-02
4.437415e-07	1.029254e-02
4.441846e-07	1.028934e-02
4.446281e-07	1.028587e-02
4.450721e-07	1.028264e-02
4.455165e-07	1.027920e-02
4.459614e-07	1.027727e-02
4.464067e-07	1.027240e-02
4.468525e-07	1.026902e-02
4.472987e-07	1.026633e-02
4.477453e-07	1.026248e-02
4.481924e-07	1.025914e-02
4.486399e-07	1.025632e-02
4.490879e-07	1.025285e-02
4.495363e-07	1.024919e-02
4.499852e-07	1.024615e-02
4.504345e-07	1.024273e-02
4.508843e-07	1.023945e-02
4.513345e-07	1.023613e-02
4.517852e-07	1.023308e-02
4.522363e-07	1.022948e-02
4.526879e-07	1.022644e-02
4.531399e-07	1.022294e-02
4.535924e-07	1.021956e-02
4.540453e-07	1.021668e-02
4.544987e-07	1.021309e-02
4.549526e-07	1.021011e-02
4.554068e-07	1.020653e-02
4.558616e-07	1.020518e-02
4.563168e-07	1.019987e-02
4.567724e-07	1.019658e-02
4.572285e-07	1.019351e-02
4.576851e-07	1.019013e-02
4.581421e-07	1.018712e-02
4.585996e-07	1.018366e-02
4.590575e-07	1.018053e-02
4.595159e-07	1.017812e-02
4.599747e-07	1.017388e-02
4.604340e-07	1.017104e-02
4.608938e-07	1.016737e-02
4.613540e-07	1.016372e-02
4.618147e-07	1.016047e-02
4.622758e-07	1.015720e-02
4.627374e-07	1.015390e-02
4.631995e-07	1.015141e-02
4.636620e-07	1.014729e-02
4.641250e-07	1.014418e-02
4.645885e-07	1.014139e-02
4.650524e-07	1.013761e-02
4.655167e-07	1.013655e-02
4.659816e-07	1.013102e-02
4.664469e-07	1.012778e-02
4.669126e-07	1.012586e-02
4.673789e-07	1.012164e-02
4.678456e-07	1.012173e-02
4.683127e-07	1.011487e-02
4.687803e-07	1.012137e-02
4.692484e-07	1.010846e-02
4.697170e-07	1.010635e-02
4.701860e-07	1.010277e-02
4.706555e-07	1.009915e-02
4.711255e-07	1.014878e-02
4.715959e-07	1.009232e-02
4.720668e-07	1.008880e-02
4.725382e-07	1.008712e-02
4.730101e-07	1.008246e-02
4.734824e-07	1.007907e-02
4.739552e-07	1.007984e-02
4.744284e-07	1.007283e-02
4.749022e-07	1.006994e-02
4.753764e-07	1.006767e-02
4.758511e-07	1.006351e-02
4.763262e-07	1.006040e-02
4.768018e-07	1.005636e-02
4.772779e-07	1.005422e-02
4.777545e-07	1.005037e-02
4.782316e-07	1.004721e-02
4.787091e-07	1.004360e-02
4.791871e-07	1.004149e-02
4.796656e-07	1.003883e-02
4.801446e-07	1.003473e-02
4.806240e-07	1.003157e-02
4.811039e-07	1.002842e-02
4.815843e-07	1.002469e-02
4.820652e-07	1.002407e-02
4.825466e-07	1.001867e-02
4.830284e-07	1.001781e-02
4.835107e-07	1.001306e-02
4.839935e-07	1.001325e-02
4.844768e-07	1.002424e-02
4.849606e-07	1.001033e-02
4.854448e-07	1.000518e-02
4.859296e-07	1.000658e-02
4.864148e-07	9.995327e-03
4.869005e-07	9.991989e-03
4.873867e-07	9.988070e-03
4.878734e-07	1.008522e-02
4.883605e-07	9.979230e-03
4.888482e-07	9.979977e-03
4.893363e-07	9.988639e-03
4.898249e-07	1.008378e-02
4.903140e-07	9.967001e-03
4.908036e-07	9.966545e-03
4.912937e-07	9.961110e-03
4.917843e-07	9.956999e-03
4.922754e-07	9.953341e-03
4.927669e-07	9.950163e-03
4.932590e-07	9.946544e-03
4.937515e-07	9.944196e-03
4.942445e-07	9.946556e-03
4.947380e-07	9.937275e-03
4.952321e-07	9.934373e-03
4.957266e-07	9.932362e-03
4.962216e-07	9.928082e-03
4.967171e-07	9.925247e-03
4.972131e-07	9.922930e-03
4.977095e-07	9.918162e-03
4.982065e-07	9.914935e-03
4.987040e-07	9.911801e-03
4.992020e-07	9.914878e-03
4.997004e-07	9.905538e-03
5.001994e-07	9.902344e-03
5.006989e-07	9.900770e-03
5.011988e-07	9.895857e-03
5.016993e-07	9.892871e-03
5.022003e-07	9.892856e-03
5.027017e-07	9.887529e-03
5.032037e-07	9.889138e-03
5.037062e-07	9.883334e-03
5.042091e-07	9.878192e-03
5.047126e-07	9.885782e-03
5.052166e-07	9.870876e-03
5.057211e-07	9.872270e-03
5.062261e-07	9.866428e-03
5.067315e-07	9.864696e-03
5.072375e-07	9.869646e-03
5.077440e-07	9.856535e-03
5.082510e-07	9.862452e-03
5.087585e-07	9.893969e-03
5.092665e-07	9.850812e-03
5.097751e-07	9.845031e-03
5.102841e-07	9.842697e-03
5.107936e-07	9.874897e-03
5.113037e-07	9.835030e-03
5.118142e-07	9.847203e-03
5.123253e-07	9.833818e-03
5.128369e-07	9.852225e-03
5.133490e-07	9.844298e-03
5.138616e-07	9.837226e-03
5.143747e-07	9.819783e-03
5.148883e-07	9.810584e-03
5.154024e-07	9.812022e-03
5.159171e-07	9.805082e-03
5.164322e-07	9.802093e-03
5.169479e-07	9.800891e-03
5.174641e-07	9.796117e-03
5.179808e-07	9.793312e-03
5.184980e-07	9.788781e-03
5.190158e-07	9.786172e-03
5.195340e-07	9.783791e-03
5.200528e-07	9.779695e-03
5.205721e-07	9.777325e-03
5.210919e-07	9.774140e-03
5.216122e-07	9.773755e-03
5.221331e-07	9.767562e-03
5.226545e-07	9.765405e-03
5.231763e-07	9.762787e-03
5.236988e-07	9.758405e-03
5.242217e-07	9.874470e-03
5.247451e-07	9.755171e-03
5.252691e-07	9.749520e-03
5.257936e-07	9.748337e-03
5.263187e-07	9.743438e-03
5.268442e-07	9.741737e-03
5.273703e-07	9.739182e-03
5.278969e-07	9.755534e-03
5.284240e-07	9.730715e-03
5.289516e-07	9.727444e-03
5.294798e-07	9.735450e-03
5.300085e-07	9.728204e-03
5.305378e-07	9.727254e-03
5.310675e-07	9.718923e-03
5.315978e-07	9.713615e-03
5.321286e-07	9.710356e-03
5.326600e-07	9.709535e-03
5.331919e-07	9.706238e-03
5.337243e-07	9.701562e-03
5.342572e-07	9.708418e-03
5.347907e-07	9.695930e-03
5.353247e-07	9.693282e-03
5.358592e-07	9.692033e-03
5.363943e-07	9.690275e-03
5.369299e-07	9.687039e-03
5.374661e-07	9.686243e-03
5.380028e-07	9.684438e-03
5.385400e-07	9.681274e-03
5.390777e-07	9.695137e-03
5.396160e-07	9.814940e-03
5.401548e-07	9.678720e-03
5.406942e-07	9.688373e-03
5.412341e-07	9.683087e-03
5.417745e-07	9.692247e-03
5.423155e-07	9.683980e-03
5.428571e-07	9.683964e-03
5.433991e-07	9.702775e-03
5.439417e-07	9.851996e-03
5.444849e-07	9.676239e-03
5.450286e-07	9.667533e-03
5.455728e-07	9.643244e-03
5.461176e-07	9.643890e-03
5.466629e-07	9.652112e-03
5.472087e-07	9.637368e-03
5.477552e-07	9.632209e-03
5.483021e-07	9.654936e-03
5.488496e-07	9.619147e-03
5.493977e-07	9.618487e-03
5.499462e-07	9.626461e-03
5.504954e-07	9.612007e-03
5.510451e-07	9.607022e-03
5.515953e-07	9.616467e-03
5.521461e-07	9.602013e-03
5.526974e-07	9.601270e-03
5.532493e-07	9.599709e-03
5.538018e-07	9.663241e-03
5.543548e-07	9.608375e-03
5.549083e-07	9.591434e-03
5.554624e-07	9.594484e-03
5.560171e-07	9.586237e-03
5.565723e-07	9.610671e-03
5.571280e-07	9.581557e-03
5.576843e-07	9.581593e-03
5.582412e-07	9.572642e-03
5.587986e-07	9.571215e-03
5.593566e-07	9.568164e-03
5.599151e-07	9.566547e-03
5.604742e-07	9.573149e-03
5.610339e-07	9.570393e-03
5.615941e-07	9.562439e-03
5.621549e-07	9.558877e-03
5.627162e-07	9.557853e-03
5.632781e-07	9.553826e-03
5.638406e-07	9.550971e-03
5.644036e-07	9.553104e-03
5.649671e-07	9.545662e-03
5.655313e-07	9.556535e-03
5.660960e-07	9.548954e-03
5.666613e-07	9.543524e-03
5.672271e-07	9.543893e-03
5.677935e-07	9.553423e-03
5.683605e-07	9.606354e-03
5.689280e-07	9.543231e-03
5.694961e-07	9.550690e-03
5.700647e-07	9.545931e-03
5.706340e-07	9.546789e-03
5.712038e-07	9.540453e-03
5.717741e-07	9.603150e-03
5.723451e-07	9.583073e-03
5.729166e-07	9.540577e-03
5.734887e-07	9.549023e-03
5.740613e-07	9.550835e-03
5.746345e-07	9.563521e-03
5.752083e-07	9.574173e-03
5.757827e-07	9.574075e-03
5.763576e-07	9.568765e-03
5.769332e-07	9.574267e-03
5.775092e-07	9.575267e-03
5.780859e-07	9.739957e-03
5.786631e-07	9.588624e-03
5.792410e-07	9.631584e-03
5.798194e-07	9.620803e-03
5.803983e-07	9.668435e-03
5.809779e-07	9.650880e-03
5.815580e-07	9.850314e-03
5.821387e-07	9.702771e-03
5.827200e-07	9.760066e-03
5.833019e-07	9.799926e-03
5.838843e-07	9.865805e-03
5.844673e-07	9.968504e-03
5.850510e-07	1.008991e-02
5.856351e-07	1.025782e-02
5.862199e-07	1.051126e-02
5.868053e-07	1.093436e-02
5.873912e-07	1.148538e-02
5.879778e-07	1.265122e-02
5.885649e-07	1.453091e-02
5.891526e-07	1.883642e-02
5.897409e-07	1.575452e-02
5.903298e-07	1.306811e-02
5.909192e-07	1.161922e-02
5.915093e-07	1.093865e-02
5.920999e-07	1.064229e-02
5.926912e-07	1.027402e-02
5.932830e-07	1.009916e-02
5.938754e-07	9.948810e-03
5.944684e-07	9.844110e-03
5.950620e-07	9.826729e-03
5.956562e-07	9.716756e-03
5.962510e-07	9.694507e-03
5.968464e-07	1.049919e-02
5.974423e-07	9.668594e-03
5.980389e-07	9.569873e-03
5.986361e-07	9.587569e-03
5.992338e-07	9.647151e-03
5.998322e-07	9.542903e-03
6.004311e-07	1.060681e-02
6.010307e-07	9.507218e-03
6.016308e-07	9.471013e-03
6.022316e-07	9.489064e-03
6.028329e-07	9.443106e-03
6.034349e-07	9.433810e-03
6.040374e-07	9.501387e-03
6.046406e-07	9.575664e-03
6.052444e-07	9.415586e-03
6.058487e-07	9.461607e-03
6.064537e-07	9.403280e-03
6.070592e-07	9.387748e-03
6.076654e-07	9.385326e-03
6.082722e-07	9.382200e-03
6.088796e-07	9.376730e-03
6.094876e-07	9.363499e-03
6.100962e-07	9.362540e-03
6.107054e-07	9.369578e-03
6.113152e-07	9.354593e-03
6.119256e-07	9.353356e-03
6.125366e-07	9.370195e-03
6.131483e-07	9.363768e-03
6.137605e-07	9.404816e-03
6.143734e-07	9.386606e-03
6.149869e-07	9.381315e-03
6.156009e-07	9.382731e-03
6.162156e-07	9.388411e-03
6.168310e-07	9.398611e-03
6.174469e-07	9.404635e-03
6.180634e-07	9.434178e-03
6.186806e-07	9.445178e-03
6.192984e-07	9.562904e-03
6.199168e-07	9.475304e-03
6.205358e-07	9.453284e-03
6.211554e-07	9.449354e-03
6.217756e-07	9.389395e-03
6.223965e-07	9.380824e-03
6.230180e-07	9.413013e-03
6.236401e-07	9.372000e-03
6.242628e-07	9.312480e-03
6.248862e-07	9.309100e-03
6.255101e-07	9.290740e-03
6.261347e-07	9.292564e-03
6.267600e-07	9.290363e-03
6.273858e-07	9.300515e-03
6.280123e-07	9.282317e-03
6.286394e-07	9.278399e-03
6.292671e-07	9.263986e-03
6.298954e-07	9.308196e-03
6.305244e-07	9.256032e-03
6.311540e-07	9.242261e-03
6.317842e-07	9.313202e-03
6.324151e-07	9.416038e-03
6.330466e-07	9.942571e-03
6.336787e-07	9.262023e-03
6.343115e-07	9.241933e-03
6.349448e-07	9.234283e-03
6.355789e-07	9.228415e-03
6.362135e-07	9.243963e-03
6.368488e-07	9.268120e-03
6.374847e-07	9.286287e-03
6.381213e-07	9.247045e-03
6.387584e-07	9.354432e-03
6.393963e-07	9.222693e-03
6.400347e-07	9.302311e-03
6.406738e-07	9.266679e-03
6.413136e-07	9.463786e-03
6.419539e-07	9.255099e-03
6.425950e-07	9.213528e-03
6.432366e-07	9.276271e-03
6.438789e-07	9.237069e-03
6.445218e-07	9.317875e-03
6.451654e-07	9.236393e-03
6.458096e-07	9.196189e-03
6.464545e-07	9.210340e-03
6.471000e-07	9.255343e-03
6.477462e-07	9.328749e-03
6.483930e-07	9.202720e-03
6.490404e-07	9.183506e-03
6.496885e-07	9.225059e-03
6.503372e-07	9.264031e-03
6.509866e-07	9.186051e-03
6.516367e-07	9.267905e-03
6.522873e-07	9.191182e-03
6.529387e-07	9.457376e-03
6.535907e-07	9.337419e-03
6.542433e-07	9.216565e-03
6.548966e-07	9.191389e-03
6.555505e-07	9.207884e-03
6.562051e-07	9.270972e-03
6.568604e-07	9.246006e-03
6.575163e-07	9.337197e-03
6.581728e-07	9.182699e-03
6.588300e-07	1.159986e-02
6.594879e-07	1.041814e-02
6.601464e-07	9.250579e-03
6.608056e-07	9.153202e-03
6.614654e-07	9.185452e-03
6.621259e-07	9.174749e-03
6.627871e-07	1.115982e-02
6.634489e-07	9.785406e-03
6.641114e-07	9.169166e-03
6.647745e-07	9.206428e-03
6.654383e-07	9.184193e-03
6.661028e-07	9.162723e-03
6.667679e-07	9.287463e-03
6.674337e-07	9.499698e-03
6.681002e-07	9.177353e-03
6.687673e-07	9.164003e-03
6.694351e-07	9.140014e-03
6.701035e-07	9.163780e-03
6.707727e-07	9.130222e-03
6.714424e-07	9.120449e-03
6.721129e-07	9.113881e-03
6.727840e-07	9.113253e-03
6.734558e-07	9.111952e-03
6.741283e-07	9.135070e-03
6.748015e-07	9.131427e-03
6.754753e-07	9.109260e-03
6.761498e-07	9.084055e-03
6.768249e-07	9.095593e-03
6.775007e-07	9.079135e-03
6.781773e-07	9.075508e-03
6.788544e-07	9.077108e-03
6.795323e-07	9.087664e-03
6.802108e-07	9.127102e-03
6.808901e-07	9.085219e-03
6.815700e-07	9.105832e-03
6.822505e-07	9.096278e-03
6.829318e-07	9.080368e-03
6.836137e-07	9.074551e-03
6.842963e-07	9.149249e-03
6.849796e-07	9.081564e-03
6.856636e-07	9.062658e-03
6.863483e-07	9.064527e-03
6.870336e-07	9.055786e-03
6.877196e-07	9.885980e-03
6.884063e-07	9.098163e-03
6.890937e-07	9.050955e-03
6.897818e-07	9.099801e-03
6.904706e-07	9.067452e-03
6.911601e-07	9.161310e-03
6.918502e-07	9.120675e-03
6.925410e-07	9.546486e-03
6.932326e-07	9.104580e-03
6.939248e-07	9.121978e-03
6.946177e-07	9.534362e-03
6.953113e-07	9.159632e-03
6.960056e-07	9.123951e-03
6.967006e-07	1.023389e-02
6.973963e-07	9.151949e-03
6.980926e-07	9.104549e-03
6.987897e-07	9.099395e-03
6.994875e-07	9.139071e-03
7.001859e-07	9.133104e-03
7.008851e-07	9.102936e-03
7.015850e-07	9.192633e-03
7.022855e-07	9.405486e-03
7.029868e-07	9.755986e-03
7.036887e-07	9.151626e-03
7.043914e-07	9.375611e-03
7.050948e-07	9.783795e-03
7.057988e-07	9.082905e-03
7.065036e-07	9.102537e-03
7.072091e-07	9.380507e-03
7.079152e-07	9.062592e-03
7.086221e-07	9.101412e-03
7.093297e-07	9.493864e-03
7.100380e-07	9.097316e-03
7.107470e-07	9.134441e-03
7.114567e-07	9.058933e-03
7.121671e-07	9.352073e-03
7.128782e-07	9.146862e-03
7.135901e-07	9.139923e-03
